customer_id,age,age_group,job,marital,education,default,balance,balance_band,housing,loan,contact,day,month,period,duration,campaign,campaign_band,pdays,previous,poutcome,contacted,engaged,warm_lead,converted,y
C00390,58,50-59,blue-collar,divorced,unknown,no,29,0-999,yes,no,unknown,6,may,2026-05,253,1,1 contact,-1,0,unknown,0,1,1,0,no
C00391,60,60+,retired,divorced,secondary,no,545,0-999,yes,no,unknown,6,may,2026-05,1030,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00392,37,30-39,technician,married,tertiary,no,8730,5k+,yes,no,unknown,6,may,2026-05,149,1,1 contact,-1,0,unknown,0,0,0,0,no
C00393,46,40-49,technician,divorced,tertiary,no,477,0-999,yes,no,unknown,6,may,2026-05,114,1,1 contact,-1,0,unknown,0,0,0,0,no
C00394,27,18-29,admin.,married,secondary,no,4,0-999,yes,no,unknown,6,may,2026-05,243,1,1 contact,-1,0,unknown,0,1,1,0,no
C00395,43,40-49,blue-collar,married,secondary,no,1205,1k-4.9k,yes,no,unknown,6,may,2026-05,769,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00396,32,30-39,technician,single,secondary,no,0,0-999,yes,yes,unknown,6,may,2026-05,135,3,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00397,40,40-49,admin.,single,secondary,no,263,0-999,yes,no,unknown,6,may,2026-05,231,1,1 contact,-1,0,unknown,0,1,1,0,no
C00398,38,30-39,admin.,married,secondary,no,1,0-999,no,no,unknown,6,may,2026-05,76,1,1 contact,-1,0,unknown,0,0,0,0,no
C00399,34,30-39,blue-collar,married,secondary,no,283,0-999,no,yes,unknown,6,may,2026-05,199,1,1 contact,-1,0,unknown,0,1,1,0,no
C00400,47,40-49,blue-collar,married,primary,no,206,0-999,yes,no,unknown,6,may,2026-05,152,1,1 contact,-1,0,unknown,0,0,0,0,no
C00401,42,40-49,housemaid,married,primary,no,17,0-999,yes,no,unknown,6,may,2026-05,124,1,1 contact,-1,0,unknown,0,0,0,0,no
C00402,48,40-49,technician,married,secondary,no,141,0-999,yes,yes,unknown,6,may,2026-05,424,1,1 contact,-1,0,unknown,0,1,1,0,no
C00403,29,18-29,self-employed,single,tertiary,no,16,0-999,yes,no,unknown,6,may,2026-05,43,1,1 contact,-1,0,unknown,0,0,0,0,no
C00404,50,50-59,services,married,secondary,no,206,0-999,yes,no,unknown,6,may,2026-05,154,1,1 contact,-1,0,unknown,0,0,0,0,no
C00405,52,50-59,technician,married,unknown,no,7,0-999,no,no,unknown,6,may,2026-05,203,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00406,50,50-59,management,married,tertiary,no,0,0-999,no,no,unknown,6,may,2026-05,326,1,1 contact,-1,0,unknown,0,1,1,0,no
C00407,58,50-59,retired,married,tertiary,no,0,0-999,no,no,unknown,6,may,2026-05,393,1,1 contact,-1,0,unknown,0,1,1,0,no
C00408,46,40-49,blue-collar,divorced,primary,no,1927,1k-4.9k,yes,no,unknown,6,may,2026-05,241,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00409,38,30-39,technician,married,secondary,no,284,0-999,yes,no,unknown,6,may,2026-05,483,1,1 contact,-1,0,unknown,0,1,1,0,no
C00410,46,40-49,blue-collar,married,secondary,no,1660,1k-4.9k,yes,no,unknown,6,may,2026-05,259,1,1 contact,-1,0,unknown,0,1,1,0,no
C00411,32,30-39,services,single,secondary,no,406,0-999,yes,no,unknown,6,may,2026-05,227,1,1 contact,-1,0,unknown,0,1,1,0,no
C00412,51,50-59,blue-collar,married,primary,no,230,0-999,yes,no,unknown,6,may,2026-05,673,1,1 contact,-1,0,unknown,0,1,1,0,no
C00413,39,30-39,admin.,single,secondary,no,-25,Negative,yes,no,unknown,6,may,2026-05,576,1,1 contact,-1,0,unknown,0,1,1,0,no
C00414,48,40-49,admin.,married,secondary,no,182,0-999,yes,no,unknown,6,may,2026-05,180,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00415,36,30-39,entrepreneur,married,tertiary,no,1169,1k-4.9k,yes,no,unknown,6,may,2026-05,168,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00416,34,30-39,admin.,divorced,secondary,no,67,0-999,yes,no,unknown,6,may,2026-05,90,1,1 contact,-1,0,unknown,0,0,0,0,no
C00417,40,40-49,technician,married,secondary,no,77,0-999,no,no,unknown,6,may,2026-05,505,1,1 contact,-1,0,unknown,0,1,1,0,no
C00418,43,40-49,unemployed,married,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,245,1,1 contact,-1,0,unknown,0,1,1,0,no
C00419,52,50-59,blue-collar,divorced,primary,no,55,0-999,yes,yes,unknown,6,may,2026-05,186,1,1 contact,-1,0,unknown,0,1,1,0,no
C00420,33,30-39,technician,married,secondary,yes,72,0-999,yes,no,unknown,6,may,2026-05,623,1,1 contact,-1,0,unknown,0,1,1,0,no
C00421,49,40-49,management,single,tertiary,no,163,0-999,yes,no,unknown,6,may,2026-05,496,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00422,32,30-39,management,single,tertiary,no,151,0-999,yes,no,unknown,6,may,2026-05,118,1,1 contact,-1,0,unknown,0,0,0,0,no
C00423,39,30-39,admin.,single,secondary,no,113,0-999,yes,no,unknown,6,may,2026-05,342,1,1 contact,-1,0,unknown,0,1,1,0,no
C00424,40,40-49,blue-collar,married,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,225,1,1 contact,-1,0,unknown,0,1,1,0,no
C00425,38,30-39,technician,single,tertiary,no,9,0-999,yes,no,unknown,6,may,2026-05,185,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00426,43,40-49,management,married,secondary,no,375,0-999,yes,no,unknown,6,may,2026-05,196,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00427,39,30-39,services,married,secondary,no,1142,1k-4.9k,yes,no,unknown,6,may,2026-05,276,1,1 contact,-1,0,unknown,0,1,1,0,no
C00428,54,50-59,blue-collar,married,primary,no,2102,1k-4.9k,yes,no,unknown,6,may,2026-05,76,1,1 contact,-1,0,unknown,0,0,0,0,no
C00429,38,30-39,technician,single,tertiary,no,4325,1k-4.9k,yes,no,unknown,6,may,2026-05,87,1,1 contact,-1,0,unknown,0,0,0,0,no
C00430,40,40-49,blue-collar,married,secondary,no,217,0-999,yes,no,unknown,6,may,2026-05,195,1,1 contact,-1,0,unknown,0,1,1,0,no
C00431,55,50-59,admin.,married,secondary,no,131,0-999,yes,no,unknown,6,may,2026-05,744,1,1 contact,-1,0,unknown,0,1,1,0,no
C00432,42,40-49,management,married,tertiary,no,1680,1k-4.9k,yes,no,unknown,6,may,2026-05,765,1,1 contact,-1,0,unknown,0,1,1,0,no
C00433,39,30-39,blue-collar,married,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,262,1,1 contact,-1,0,unknown,0,1,1,0,no
C00434,40,40-49,blue-collar,married,primary,no,46,0-999,yes,no,unknown,6,may,2026-05,119,1,1 contact,-1,0,unknown,0,0,0,0,no
C00435,32,30-39,blue-collar,married,secondary,no,320,0-999,yes,no,unknown,6,may,2026-05,198,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00436,55,50-59,admin.,married,secondary,no,183,0-999,yes,no,unknown,6,may,2026-05,150,1,1 contact,-1,0,unknown,0,0,0,0,no
C00437,45,40-49,blue-collar,married,secondary,no,39,0-999,no,no,unknown,6,may,2026-05,241,1,1 contact,-1,0,unknown,0,1,1,0,no
C00438,35,30-39,management,single,tertiary,no,560,0-999,yes,no,unknown,6,may,2026-05,181,1,1 contact,-1,0,unknown,0,1,1,0,no
C00439,58,50-59,technician,divorced,secondary,no,469,0-999,no,no,unknown,6,may,2026-05,196,1,1 contact,-1,0,unknown,0,1,1,0,no
C00440,35,30-39,admin.,married,secondary,no,530,0-999,yes,no,unknown,6,may,2026-05,149,1,1 contact,-1,0,unknown,0,0,0,0,no
C00441,49,40-49,services,married,primary,no,61,0-999,yes,no,unknown,6,may,2026-05,246,1,1 contact,-1,0,unknown,0,1,1,0,no
C00442,34,30-39,technician,single,tertiary,no,242,0-999,yes,no,unknown,6,may,2026-05,112,1,1 contact,-1,0,unknown,0,0,0,0,no
C00443,36,30-39,blue-collar,married,secondary,no,139,0-999,yes,no,unknown,6,may,2026-05,309,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00444,24,18-29,self-employed,single,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,278,1,1 contact,-1,0,unknown,0,1,1,0,no
C00445,34,30-39,technician,married,secondary,no,367,0-999,yes,no,unknown,6,may,2026-05,140,1,1 contact,-1,0,unknown,0,0,0,0,no
C00446,51,50-59,admin.,divorced,secondary,no,228,0-999,yes,no,unknown,6,may,2026-05,136,1,1 contact,-1,0,unknown,0,0,0,0,no
C00447,39,30-39,technician,single,unknown,no,45248,5k+,yes,no,unknown,6,may,2026-05,1623,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00448,50,50-59,self-employed,married,unknown,no,-84,Negative,yes,no,unknown,6,may,2026-05,101,1,1 contact,-1,0,unknown,0,0,0,0,no
C00449,32,30-39,services,single,secondary,no,310,0-999,yes,no,unknown,6,may,2026-05,144,1,1 contact,-1,0,unknown,0,0,0,0,no
C00450,42,40-49,blue-collar,married,unknown,no,132,0-999,yes,no,unknown,6,may,2026-05,238,1,1 contact,-1,0,unknown,0,1,1,0,no
C00451,50,50-59,technician,married,secondary,no,797,0-999,yes,no,unknown,6,may,2026-05,354,1,1 contact,-1,0,unknown,0,1,1,0,no
C00452,40,40-49,services,married,secondary,no,71,0-999,no,no,unknown,6,may,2026-05,79,1,1 contact,-1,0,unknown,0,0,0,0,no
C00453,46,40-49,management,divorced,unknown,no,2,0-999,yes,no,unknown,6,may,2026-05,187,1,1 contact,-1,0,unknown,0,1,1,0,no
C00454,37,30-39,management,married,tertiary,no,231,0-999,yes,yes,unknown,6,may,2026-05,451,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00455,34,30-39,blue-collar,married,secondary,no,270,0-999,yes,yes,unknown,6,may,2026-05,159,1,1 contact,-1,0,unknown,0,0,0,0,no
C00456,44,40-49,blue-collar,married,secondary,no,274,0-999,yes,yes,unknown,6,may,2026-05,409,1,1 contact,-1,0,unknown,0,1,1,0,no
C00457,40,40-49,admin.,single,secondary,no,-109,Negative,yes,yes,unknown,6,may,2026-05,170,1,1 contact,-1,0,unknown,0,0,0,0,no
C00458,37,30-39,technician,married,secondary,no,1,0-999,yes,no,unknown,6,may,2026-05,608,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00459,33,30-39,blue-collar,single,secondary,yes,-60,Negative,no,no,unknown,6,may,2026-05,243,1,1 contact,-1,0,unknown,0,1,1,0,no
C00460,35,30-39,blue-collar,married,secondary,no,89,0-999,yes,no,unknown,6,may,2026-05,145,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00461,58,50-59,blue-collar,divorced,secondary,no,-11,Negative,no,no,unknown,6,may,2026-05,112,1,1 contact,-1,0,unknown,0,0,0,0,no
C00462,39,30-39,blue-collar,married,primary,no,0,0-999,yes,no,unknown,6,may,2026-05,262,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00463,43,40-49,blue-collar,married,secondary,no,-509,Negative,yes,no,unknown,6,may,2026-05,124,1,1 contact,-1,0,unknown,0,0,0,0,no
C00464,39,30-39,unemployed,married,primary,no,408,0-999,yes,no,unknown,6,may,2026-05,53,1,1 contact,-1,0,unknown,0,0,0,0,no
C00465,36,30-39,services,single,primary,no,58,0-999,yes,no,unknown,6,may,2026-05,134,1,1 contact,-1,0,unknown,0,0,0,0,no
C00466,57,50-59,retired,single,secondary,no,1640,1k-4.9k,no,yes,unknown,6,may,2026-05,204,4,4+ contacts,-1,0,unknown,0,1,1,0,no
C00467,36,30-39,admin.,single,secondary,no,20,0-999,yes,no,unknown,6,may,2026-05,186,1,1 contact,-1,0,unknown,0,1,1,0,no
C00468,50,50-59,blue-collar,married,primary,no,71,0-999,yes,no,unknown,6,may,2026-05,678,1,1 contact,-1,0,unknown,0,1,1,0,no
C00469,55,50-59,blue-collar,married,secondary,no,52,0-999,yes,no,unknown,6,may,2026-05,182,1,1 contact,-1,0,unknown,0,1,1,0,no
C00470,44,40-49,self-employed,married,tertiary,no,292,0-999,yes,no,unknown,6,may,2026-05,162,1,1 contact,-1,0,unknown,0,0,0,0,no
C00471,44,40-49,services,divorced,secondary,no,424,0-999,yes,no,unknown,6,may,2026-05,27,1,1 contact,-1,0,unknown,0,0,0,0,no
C00472,39,30-39,housemaid,single,primary,no,109,0-999,yes,no,unknown,6,may,2026-05,699,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00473,46,40-49,blue-collar,married,unknown,no,1044,1k-4.9k,yes,no,unknown,6,may,2026-05,43,1,1 contact,-1,0,unknown,0,0,0,0,no
C00474,39,30-39,blue-collar,married,secondary,no,983,0-999,yes,no,unknown,6,may,2026-05,97,1,1 contact,-1,0,unknown,0,0,0,0,no
C00475,34,30-39,admin.,married,secondary,no,869,0-999,no,no,unknown,6,may,2026-05,1677,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00476,40,40-49,blue-collar,married,primary,no,668,0-999,yes,no,unknown,6,may,2026-05,283,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00477,50,50-59,management,married,tertiary,no,964,0-999,yes,no,unknown,6,may,2026-05,323,1,1 contact,-1,0,unknown,0,1,1,0,no
C00478,31,30-39,management,single,secondary,no,301,0-999,yes,no,unknown,6,may,2026-05,82,1,1 contact,-1,0,unknown,0,0,0,0,no
C00479,37,30-39,admin.,single,secondary,no,140,0-999,yes,no,unknown,6,may,2026-05,310,1,1 contact,-1,0,unknown,0,1,1,0,no
C00480,39,30-39,management,single,secondary,no,1877,1k-4.9k,yes,no,unknown,6,may,2026-05,185,1,1 contact,-1,0,unknown,0,1,1,0,no
C00481,51,50-59,blue-collar,married,primary,no,1127,1k-4.9k,yes,no,unknown,6,may,2026-05,47,1,1 contact,-1,0,unknown,0,0,0,0,no
C00482,41,40-49,technician,married,secondary,no,871,0-999,yes,no,unknown,6,may,2026-05,145,1,1 contact,-1,0,unknown,0,0,0,0,no
C00483,41,40-49,technician,married,secondary,no,767,0-999,yes,yes,unknown,6,may,2026-05,204,1,1 contact,-1,0,unknown,0,1,1,0,no
C00484,43,40-49,blue-collar,married,secondary,no,0,0-999,no,no,unknown,6,may,2026-05,187,1,1 contact,-1,0,unknown,0,1,1,0,no
C00485,30,30-39,services,single,secondary,no,209,0-999,yes,no,unknown,6,may,2026-05,30,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00486,54,50-59,management,divorced,primary,no,0,0-999,no,no,unknown,6,may,2026-05,472,1,1 contact,-1,0,unknown,0,1,1,0,no
C00487,43,40-49,blue-collar,divorced,secondary,no,110,0-999,yes,yes,unknown,6,may,2026-05,448,1,1 contact,-1,0,unknown,0,1,1,0,no
C00488,59,50-59,management,divorced,tertiary,no,-76,Negative,yes,yes,unknown,6,may,2026-05,264,1,1 contact,-1,0,unknown,0,1,1,0,no
C00489,47,40-49,technician,married,unknown,no,178,0-999,yes,no,unknown,6,may,2026-05,169,1,1 contact,-1,0,unknown,0,0,0,0,no
C00490,40,40-49,blue-collar,married,primary,no,-66,Negative,yes,no,unknown,6,may,2026-05,288,1,1 contact,-1,0,unknown,0,1,1,0,no
C00491,32,30-39,technician,married,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,176,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00492,29,18-29,blue-collar,married,secondary,no,1,0-999,yes,no,unknown,6,may,2026-05,215,1,1 contact,-1,0,unknown,0,1,1,0,no
C00493,36,30-39,blue-collar,married,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,337,1,1 contact,-1,0,unknown,0,1,1,0,no
C00494,55,50-59,unemployed,married,tertiary,no,5345,5k+,no,no,unknown,6,may,2026-05,278,1,1 contact,-1,0,unknown,0,1,1,0,no
C00495,30,30-39,blue-collar,divorced,secondary,no,-209,Negative,yes,no,unknown,6,may,2026-05,188,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00496,39,30-39,admin.,single,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,174,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00497,39,30-39,blue-collar,divorced,secondary,no,42,0-999,yes,no,unknown,6,may,2026-05,226,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00498,50,50-59,blue-collar,divorced,secondary,no,41,0-999,yes,no,unknown,6,may,2026-05,190,1,1 contact,-1,0,unknown,0,1,1,0,no
C00499,44,40-49,blue-collar,married,secondary,no,-99,Negative,yes,no,unknown,6,may,2026-05,111,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00500,37,30-39,technician,single,secondary,no,17,0-999,yes,no,unknown,6,may,2026-05,164,1,1 contact,-1,0,unknown,0,0,0,0,no
C00501,46,40-49,admin.,married,primary,no,276,0-999,yes,yes,unknown,6,may,2026-05,157,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00502,32,30-39,technician,single,unknown,no,-170,Negative,no,no,unknown,6,may,2026-05,46,1,1 contact,-1,0,unknown,0,0,0,0,no
C00503,37,30-39,management,single,tertiary,no,230,0-999,yes,yes,unknown,6,may,2026-05,374,1,1 contact,-1,0,unknown,0,1,1,0,no
C00504,29,18-29,blue-collar,married,secondary,no,9,0-999,yes,no,unknown,6,may,2026-05,349,1,1 contact,-1,0,unknown,0,1,1,0,no
C00505,41,40-49,blue-collar,married,secondary,no,946,0-999,yes,no,unknown,6,may,2026-05,325,1,1 contact,-1,0,unknown,0,1,1,0,no
C00506,45,40-49,blue-collar,married,primary,no,1297,1k-4.9k,yes,no,unknown,6,may,2026-05,233,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00507,57,50-59,retired,divorced,secondary,no,-331,Negative,yes,no,unknown,6,may,2026-05,531,1,1 contact,-1,0,unknown,0,1,1,0,no
C00508,48,40-49,blue-collar,single,secondary,no,44,0-999,yes,no,unknown,6,may,2026-05,153,1,1 contact,-1,0,unknown,0,0,0,0,no
C00509,60,60+,retired,married,secondary,yes,15,0-999,no,no,unknown,6,may,2026-05,80,1,1 contact,-1,0,unknown,0,0,0,0,no
C00510,26,18-29,admin.,single,secondary,no,712,0-999,yes,no,unknown,6,may,2026-05,232,1,1 contact,-1,0,unknown,0,1,1,0,no
C00511,58,50-59,retired,married,secondary,no,5435,5k+,yes,no,unknown,6,may,2026-05,118,1,1 contact,-1,0,unknown,0,0,0,0,no
C00512,34,30-39,admin.,married,secondary,no,507,0-999,yes,no,unknown,6,may,2026-05,190,1,1 contact,-1,0,unknown,0,1,1,0,no
C00513,55,50-59,unemployed,divorced,secondary,no,387,0-999,yes,no,unknown,6,may,2026-05,918,1,1 contact,-1,0,unknown,0,1,1,1,yes
C00514,41,40-49,blue-collar,married,primary,no,0,0-999,yes,yes,unknown,6,may,2026-05,238,1,1 contact,-1,0,unknown,0,1,1,0,no
C00515,50,50-59,management,divorced,secondary,no,1716,1k-4.9k,yes,no,unknown,6,may,2026-05,82,1,1 contact,-1,0,unknown,0,0,0,0,no
C00516,49,40-49,entrepreneur,married,secondary,no,167,0-999,yes,yes,unknown,6,may,2026-05,198,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00517,44,40-49,admin.,married,unknown,no,40,0-999,no,yes,unknown,6,may,2026-05,160,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00518,44,40-49,blue-collar,married,primary,no,148,0-999,yes,no,unknown,6,may,2026-05,211,1,1 contact,-1,0,unknown,0,1,1,0,no
C00519,31,30-39,technician,married,secondary,no,17,0-999,yes,yes,unknown,6,may,2026-05,120,1,1 contact,-1,0,unknown,0,0,0,0,no
C00520,34,30-39,blue-collar,single,tertiary,no,1011,1k-4.9k,yes,no,unknown,6,may,2026-05,136,1,1 contact,-1,0,unknown,0,0,0,0,no
C00521,46,40-49,management,single,unknown,no,1527,1k-4.9k,yes,no,unknown,6,may,2026-05,269,1,1 contact,-1,0,unknown,0,1,1,0,no
C00522,42,40-49,management,married,tertiary,no,744,0-999,no,no,unknown,6,may,2026-05,157,1,1 contact,-1,0,unknown,0,0,0,0,no
C00523,52,50-59,admin.,married,secondary,no,484,0-999,yes,no,unknown,6,may,2026-05,128,1,1 contact,-1,0,unknown,0,0,0,0,no
C00524,29,18-29,management,single,tertiary,no,0,0-999,yes,no,unknown,6,may,2026-05,211,1,1 contact,-1,0,unknown,0,1,1,0,no
C00525,53,50-59,retired,married,primary,no,136,0-999,yes,no,unknown,6,may,2026-05,267,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00526,43,40-49,blue-collar,married,secondary,no,1335,1k-4.9k,yes,no,unknown,6,may,2026-05,371,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00527,38,30-39,management,married,secondary,no,517,0-999,yes,no,unknown,6,may,2026-05,288,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00528,46,40-49,management,married,tertiary,no,459,0-999,yes,no,unknown,6,may,2026-05,221,1,1 contact,-1,0,unknown,0,1,1,0,no
C00529,48,40-49,management,divorced,unknown,no,549,0-999,yes,no,unknown,6,may,2026-05,427,1,1 contact,-1,0,unknown,0,1,1,0,no
C00530,30,30-39,admin.,divorced,secondary,no,83,0-999,yes,yes,unknown,6,may,2026-05,310,1,1 contact,-1,0,unknown,0,1,1,0,no
C00531,44,40-49,blue-collar,married,primary,no,213,0-999,no,no,unknown,6,may,2026-05,158,1,1 contact,-1,0,unknown,0,0,0,0,no
C00532,31,30-39,housemaid,married,primary,no,203,0-999,yes,no,unknown,6,may,2026-05,604,3,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00533,42,40-49,services,single,secondary,no,518,0-999,yes,no,unknown,6,may,2026-05,198,1,1 contact,-1,0,unknown,0,1,1,0,no
C00534,40,40-49,management,single,tertiary,no,3877,1k-4.9k,yes,no,unknown,6,may,2026-05,145,1,1 contact,-1,0,unknown,0,0,0,0,no
C00535,52,50-59,admin.,married,secondary,no,1236,1k-4.9k,yes,no,unknown,6,may,2026-05,247,1,1 contact,-1,0,unknown,0,1,1,0,no
C00536,45,40-49,blue-collar,divorced,secondary,no,756,0-999,yes,no,unknown,6,may,2026-05,179,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00537,48,40-49,blue-collar,married,secondary,no,157,0-999,yes,no,unknown,6,may,2026-05,73,1,1 contact,-1,0,unknown,0,0,0,0,no
C00538,45,40-49,blue-collar,married,primary,no,-66,Negative,yes,no,unknown,6,may,2026-05,263,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00539,34,30-39,blue-collar,married,unknown,no,245,0-999,yes,no,unknown,6,may,2026-05,13,1,1 contact,-1,0,unknown,0,0,0,0,no
C00540,34,30-39,blue-collar,married,primary,no,-144,Negative,yes,no,unknown,6,may,2026-05,79,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00541,46,40-49,blue-collar,married,secondary,no,71,0-999,yes,no,unknown,6,may,2026-05,416,1,1 contact,-1,0,unknown,0,1,1,0,no
C00542,49,40-49,services,divorced,secondary,no,505,0-999,yes,no,unknown,6,may,2026-05,162,1,1 contact,-1,0,unknown,0,0,0,0,no
C00543,50,50-59,technician,married,primary,no,249,0-999,yes,no,unknown,6,may,2026-05,129,1,1 contact,-1,0,unknown,0,0,0,0,no
C00544,34,30-39,admin.,single,secondary,no,0,0-999,yes,no,unknown,6,may,2026-05,150,1,1 contact,-1,0,unknown,0,0,0,0,no
C00545,40,40-49,unemployed,single,secondary,no,11,0-999,yes,no,unknown,6,may,2026-05,43,1,1 contact,-1,0,unknown,0,0,0,0,no
C00546,36,30-39,admin.,married,secondary,no,639,0-999,yes,no,unknown,6,may,2026-05,191,1,1 contact,-1,0,unknown,0,1,1,0,no
C00547,59,50-59,blue-collar,divorced,unknown,no,124,0-999,yes,no,unknown,6,may,2026-05,26,1,1 contact,-1,0,unknown,0,0,0,0,no
C00548,45,40-49,blue-collar,married,secondary,no,82,0-999,yes,no,unknown,6,may,2026-05,250,1,1 contact,-1,0,unknown,0,1,1,0,no
C00549,36,30-39,self-employed,married,tertiary,no,107,0-999,yes,no,unknown,6,may,2026-05,146,1,1 contact,-1,0,unknown,0,0,0,0,no
C00550,56,50-59,services,married,secondary,no,473,0-999,yes,no,unknown,6,may,2026-05,416,1,1 contact,-1,0,unknown,0,1,1,0,no
C00551,42,40-49,services,divorced,secondary,no,372,0-999,yes,yes,unknown,6,may,2026-05,121,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00552,30,30-39,admin.,married,secondary,no,46,0-999,yes,no,unknown,6,may,2026-05,114,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00553,30,30-39,student,single,tertiary,no,34,0-999,yes,no,unknown,6,may,2026-05,289,1,1 contact,-1,0,unknown,0,1,1,0,no
C00554,47,40-49,self-employed,married,unknown,no,935,0-999,yes,no,unknown,6,may,2026-05,225,1,1 contact,-1,0,unknown,0,1,1,0,no
C00555,33,30-39,blue-collar,married,secondary,no,-10,Negative,yes,no,unknown,6,may,2026-05,123,1,1 contact,-1,0,unknown,0,0,0,0,no
C00556,36,30-39,admin.,married,secondary,no,-106,Negative,yes,no,unknown,6,may,2026-05,130,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00557,39,30-39,services,divorced,primary,no,471,0-999,yes,no,unknown,6,may,2026-05,161,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00558,56,50-59,admin.,divorced,secondary,no,778,0-999,yes,no,unknown,6,may,2026-05,149,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00559,39,30-39,blue-collar,divorced,unknown,no,170,0-999,yes,no,unknown,6,may,2026-05,268,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00560,42,40-49,technician,married,secondary,no,315,0-999,yes,no,unknown,6,may,2026-05,259,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00561,52,50-59,blue-collar,married,secondary,no,3165,1k-4.9k,no,no,unknown,6,may,2026-05,26,1,1 contact,-1,0,unknown,0,0,0,0,no
C00562,36,30-39,admin.,divorced,secondary,no,131,0-999,yes,no,unknown,6,may,2026-05,153,1,1 contact,-1,0,unknown,0,0,0,0,no
C00563,35,30-39,entrepreneur,married,secondary,yes,204,0-999,yes,no,unknown,6,may,2026-05,424,2,2-3 contacts,-1,0,unknown,0,1,1,0,no
C00564,47,40-49,technician,married,secondary,no,83,0-999,yes,no,unknown,6,may,2026-05,179,2,2-3 contacts,-1,0,unknown,0,0,0,0,no
C00565,59,50-59,services,divorced,secondary,no,0,0-999,yes,yes,unknown,6,may,2026-05,97,1,1 contact,-1,0,unknown,0,0,0,0,no
C00566,57,50-59,blue-collar,married,primary,no,5431,5k+,yes,yes,unknown,6,may,2026-05,383,1,1 contact,-1,0,unknown,0,1,1,0,no
C00567,38,30-39,management,married,unknown,no,1759,1k-4.9k,yes,no,unknown,6,may,2026-05,440,1,1 contact,-1,0,unknown,0,1,1,0,no
C00568,46,40-49,unemployed,married,secondary,no,-125,Negative,yes,no,unknown,6,may,2026-05,23,1,1 contact,-1,0,unknown,0,0,0,0,no
C00569,34,30-39,blue-collar,married,secondary,no,0,0-999,no,no,unknown,6,may,2026-05,195,1,1 contact,-1,0,unknown,0,1,1,0,no
C00570,28,18-29,services,single,secondary,no,5090,5k+,yes,no,unknown,6,may,2026-05,1297,3,2-3 contacts,-1,0,unknown,0,1,1,1,yes
C00571,38,30-39,technician,married,unknown,no,573,0-999,yes,no,unknown,6,may,2026-05,87,1,1 contact,-1,0,unknown,0,0,0,0,no
C00572,56,50-59,blue-collar,married,secondary,no,1602,1k-4.9k,yes,no,unknown,6,may,2026-05,427,1,1 contact,-1,0,unknown,0,1,1,0,no
